execution_time,timestamp,cpu_utilization,memory_usage,pixel,fps,success,distance,consumption,GPU
5,2024-05-02 15:51:03.121378,6.5,18.6,120,12,False,61.0,75,False
7,2024-05-02 15:51:03.210073,11.6,18.6,120,12,False,0,79,False
6,2024-05-02 15:51:03.304009,3.1,18.6,120,12,False,0,72,False
5,2024-05-02 15:51:03.398973,4.1,18.6,120,12,False,0,73,False
5,2024-05-02 15:51:03.493932,4.2,18.6,120,12,False,0,73,False
5,2024-05-02 15:51:03.588223,5.3,18.6,120,12,False,0,74,False
4,2024-05-02 15:51:03.682176,9.3,18.6,120,12,False,0,77,False
3,2024-05-02 15:51:03.774709,7.3,18.6,120,12,False,0,75,False
5,2024-05-02 15:51:03.867828,6.2,18.6,120,12,False,0,74,False
4,2024-05-02 15:51:03.962341,7.3,18.6,120,12,False,0,75,False
4,2024-05-02 15:51:04.055838,7.2,18.6,120,12,False,0,75,False
5,2024-05-02 15:51:04.150378,7.3,18.6,120,12,False,0,75,False
5,2024-05-02 15:51:04.244990,6.3,18.6,120,12,False,0,74,False
5,2024-05-02 15:51:04.339581,7.2,18.6,120,12,False,0,75,False
4,2024-05-02 15:51:04.432791,7.2,18.6,120,12,False,0,75,False
3,2024-05-02 15:51:04.528213,9.8,18.6,120,12,False,0,77,False
3,2024-05-02 15:51:04.622396,6.2,18.6,120,12,False,0,74,False
4,2024-05-02 15:51:04.717510,5.2,18.6,120,12,False,0,74,False
5,2024-05-02 15:51:04.813670,6.2,18.6,120,12,True,349.0,74,False
4,2024-05-02 15:51:04.907481,7.3,18.6,120,12,False,349.0,75,False
4,2024-05-02 15:51:05.002174,5.2,18.6,120,12,False,349.0,74,False
5,2024-05-02 15:51:05.097465,5.2,18.6,120,12,False,349.0,74,False
3,2024-05-02 15:51:05.190659,6.2,18.6,120,12,False,349.0,74,False
4,2024-05-02 15:51:05.285963,6.2,18.6,120,12,False,349.0,74,False
4,2024-05-02 15:51:05.381236,6.2,18.6,120,12,False,349.0,74,False
4,2024-05-02 15:51:05.473166,5.2,18.6,120,12,False,349.0,74,False
4,2024-05-02 15:51:05.566095,6.2,18.6,120,12,False,349.0,74,False
4,2024-05-02 15:51:05.660540,6.2,18.6,120,12,False,349.0,74,False
3,2024-05-02 15:51:05.755019,5.2,18.6,120,12,False,349.0,74,False
5,2024-05-02 15:51:05.849180,6.2,18.6,120,12,False,349.0,74,False
5,2024-05-02 15:51:05.943542,4.2,18.6,120,12,False,349.0,73,False
5,2024-05-02 15:51:06.039306,6.1,18.6,120,12,False,349.0,74,False
5,2024-05-02 15:51:06.135040,7.8,18.6,120,12,True,225.0,76,False
5,2024-05-02 15:51:06.229323,6.3,18.6,120,12,True,10.0,74,False
4,2024-05-02 15:51:06.323462,6.2,18.6,120,12,True,43.0,74,False
5,2024-05-02 15:51:06.419718,12.5,18.6,120,12,False,43.0,80,False
5,2024-05-02 15:51:06.513357,5.2,18.6,120,12,False,43.0,74,False
5,2024-05-02 15:51:06.606719,6.3,18.6,120,12,False,43.0,74,False
4,2024-05-02 15:51:06.700274,6.2,18.6,120,12,False,43.0,74,False
3,2024-05-02 15:51:06.795568,6.2,18.6,120,12,False,43.0,74,False
4,2024-05-02 15:51:06.889352,6.2,18.6,120,12,False,43.0,74,False
4,2024-05-02 15:51:06.984375,7.3,18.6,120,12,False,43.0,75,False
5,2024-05-02 15:51:07.080046,7.3,18.6,120,12,True,437.0,75,False
5,2024-05-02 15:51:07.175308,7.3,18.6,120,12,False,437.0,75,False
5,2024-05-02 15:51:07.269851,5.2,18.6,120,12,False,437.0,74,False
4,2024-05-02 15:51:07.363726,6.2,18.6,120,12,False,437.0,74,False
4,2024-05-02 15:51:07.459471,6.2,18.6,120,12,False,437.0,74,False
4,2024-05-02 15:51:07.554521,6.7,18.6,120,12,False,437.0,75,False
4,2024-05-02 15:51:07.648852,7.3,18.6,120,12,False,437.0,75,False
5,2024-05-02 15:51:07.743623,6.3,18.6,120,12,True,117.0,74,False
5,2024-05-02 15:51:07.837525,6.2,18.6,120,12,True,27.0,74,False
5,2024-05-02 15:51:07.931210,6.2,18.6,120,12,False,27.0,74,False
5,2024-05-02 15:51:08.025655,6.2,18.6,120,12,False,27.0,74,False
5,2024-05-02 15:51:08.119411,6.2,18.6,120,12,False,27.0,74,False
4,2024-05-02 15:51:08.213409,11.8,18.6,120,12,False,27.0,79,False
4,2024-05-02 15:51:08.309620,5.1,18.6,120,12,False,27.0,73,False
5,2024-05-02 15:51:08.406202,6.2,18.6,120,12,False,27.0,74,False
4,2024-05-02 15:51:08.499548,7.3,18.6,120,12,False,27.0,75,False
5,2024-05-02 15:51:08.595400,6.2,18.6,120,12,False,27.0,74,False
5,2024-05-02 15:51:08.690017,7.3,18.6,120,12,True,206.0,75,False
4,2024-05-02 15:51:08.784850,6.2,18.6,120,12,False,206.0,74,False
4,2024-05-02 15:51:08.879869,8.3,18.6,120,12,False,206.0,76,False
5,2024-05-02 15:51:08.975206,4.2,18.6,120,12,False,206.0,73,False
5,2024-05-02 15:51:09.070729,6.1,18.6,120,12,False,206.0,74,False
4,2024-05-02 15:51:09.163574,5.2,18.6,120,12,False,206.0,74,False
6,2024-05-02 15:51:09.257449,5.0,18.6,120,12,False,206.0,73,False
4,2024-05-02 15:51:09.349977,4.5,18.6,120,12,False,206.0,73,False
4,2024-05-02 15:51:09.445822,7.6,18.6,120,12,False,206.0,76,False
3,2024-05-02 15:51:09.540233,6.3,18.6,120,12,False,206.0,74,False
3,2024-05-02 15:51:09.634619,8.2,18.6,120,12,False,206.0,76,False
4,2024-05-02 15:51:09.729090,6.3,18.6,120,12,False,206.0,74,False
4,2024-05-02 15:51:09.822862,7.1,18.6,120,12,False,206.0,75,False
5,2024-05-02 15:51:09.920442,6.9,18.6,120,12,False,206.0,75,False
5,2024-05-02 15:51:10.015424,4.2,18.6,120,12,False,206.0,73,False
6,2024-05-02 15:51:10.109898,5.2,18.6,120,12,False,206.0,74,False
6,2024-05-02 15:51:10.203787,6.2,18.6,120,12,False,206.0,74,False
5,2024-05-02 15:51:10.297436,5.2,18.6,120,12,False,206.0,74,False
6,2024-05-02 15:51:10.394213,3.1,18.6,120,12,False,206.0,72,False
4,2024-05-02 15:51:10.487697,3.1,18.6,120,12,False,206.0,72,False
5,2024-05-02 15:51:10.584243,4.2,18.6,120,12,False,206.0,73,False
5,2024-05-02 15:51:10.678169,4.0,18.6,120,12,False,206.0,72,False
5,2024-05-02 15:51:10.772984,5.1,18.6,120,12,False,206.0,73,False
5,2024-05-02 15:51:10.866720,2.2,18.6,120,12,False,206.0,71,False
5,2024-05-02 15:51:10.960380,4.2,18.6,120,12,False,206.0,73,False
5,2024-05-02 15:51:11.056598,3.0,18.6,120,12,False,206.0,72,False
5,2024-05-02 15:51:11.150612,6.2,18.6,120,12,False,206.0,74,False
4,2024-05-02 15:51:11.244258,6.2,18.6,120,12,False,206.0,74,False
4,2024-05-02 15:51:11.339061,6.2,18.6,120,12,False,206.0,74,False
6,2024-05-02 15:51:11.435871,11.7,18.6,120,12,False,206.0,79,False
3,2024-05-02 15:51:11.527851,6.2,18.6,120,12,False,206.0,74,False
4,2024-05-02 15:51:11.622559,7.2,18.6,120,12,False,206.0,75,False
5,2024-05-02 15:51:11.718481,7.3,18.6,120,12,False,206.0,75,False
4,2024-05-02 15:51:11.811540,6.2,18.6,120,12,False,206.0,74,False
4,2024-05-02 15:51:11.905483,6.2,18.6,120,12,True,580.0,74,False
4,2024-05-02 15:51:12.000009,8.2,18.6,120,12,False,580.0,76,False
5,2024-05-02 15:51:12.095098,6.2,18.6,120,12,False,580.0,74,False
5,2024-05-02 15:51:12.190360,6.2,18.6,120,12,False,580.0,74,False
5,2024-05-02 15:51:12.284604,7.3,18.6,120,12,False,580.0,75,False
5,2024-05-02 15:51:12.378507,7.3,18.6,120,12,False,580.0,75,False
3,2024-05-02 15:51:12.470674,7.3,18.6,120,12,False,580.0,75,False
4,2024-05-02 15:51:12.564870,6.2,18.6,120,12,False,580.0,74,False
4,2024-05-02 15:51:12.659999,6.2,18.6,120,12,False,580.0,74,False
4,2024-05-02 15:51:12.754397,6.2,18.6,120,12,False,580.0,74,False
5,2024-05-02 15:51:12.850730,6.2,18.6,120,12,False,580.0,74,False
5,2024-05-02 15:51:12.946924,5.8,18.6,120,12,False,580.0,74,False
4,2024-05-02 15:51:13.038728,8.2,18.6,120,12,False,580.0,76,False
4,2024-05-02 15:51:13.132732,7.4,18.6,120,12,False,580.0,75,False
4,2024-05-02 15:51:13.226473,6.7,18.6,120,12,False,580.0,75,False
4,2024-05-02 15:51:13.320805,6.8,18.6,120,12,False,580.0,75,False
5,2024-05-02 15:51:13.416550,6.3,18.6,120,12,False,580.0,74,False
3,2024-05-02 15:51:13.509048,7.2,18.6,120,12,False,580.0,75,False
4,2024-05-02 15:51:13.606076,5.9,18.6,120,12,False,580.0,74,False
4,2024-05-02 15:51:13.699599,6.2,18.6,120,12,False,580.0,74,False
4,2024-05-02 15:51:13.794541,7.2,18.6,120,12,False,580.0,75,False
4,2024-05-02 15:51:13.888703,6.2,18.6,120,12,False,580.0,74,False
3,2024-05-02 15:51:13.983134,6.2,18.6,120,12,False,580.0,74,False
3,2024-05-02 15:51:14.076883,7.3,18.6,120,12,False,580.0,75,False
4,2024-05-02 15:51:14.169819,6.2,18.6,120,12,False,580.0,74,False
3,2024-05-02 15:51:14.264098,6.2,18.6,120,12,False,580.0,74,False
5,2024-05-02 15:51:14.360832,5.2,18.6,120,12,False,580.0,74,False
3,2024-05-02 15:51:14.454713,6.2,18.6,120,12,False,580.0,74,False
4,2024-05-02 15:51:14.549294,7.3,18.6,120,12,False,580.0,75,False
6,2024-05-02 15:51:14.566345,40.0,18.6,120,12,False,580.0,103,False
4,2024-05-02 15:51:14.660393,8.2,18.6,120,12,False,580.0,76,False
5,2024-05-02 15:51:14.756294,7.3,18.6,120,12,False,580.0,75,False
3,2024-05-02 15:51:14.850910,8.1,18.6,120,12,False,580.0,76,False
5,2024-05-02 15:51:14.946587,5.9,18.6,120,12,False,580.0,74,False
4,2024-05-02 15:51:15.041753,4.2,18.6,120,12,False,580.0,73,False
4,2024-05-02 15:51:15.136062,6.2,18.6,120,12,False,580.0,74,False
5,2024-05-02 15:51:15.231137,14.4,18.6,120,12,False,580.0,81,False
4,2024-05-02 15:51:15.324090,6.9,18.6,120,12,False,580.0,75,False
3,2024-05-02 15:51:15.416891,11.7,18.6,120,12,False,580.0,79,False
5,2024-05-02 15:51:15.510291,6.6,18.6,120,12,False,580.0,75,False
5,2024-05-02 15:51:15.604018,8.2,18.6,120,12,False,580.0,76,False
5,2024-05-02 15:51:15.699429,7.4,18.6,120,12,False,580.0,75,False
4,2024-05-02 15:51:15.793699,11.5,18.6,120,12,False,580.0,79,False
5,2024-05-02 15:51:15.887357,8.9,18.6,120,12,False,580.0,77,False
5,2024-05-02 15:51:15.979773,8.3,18.6,120,12,False,580.0,76,False
4,2024-05-02 15:51:16.071781,8.4,18.6,120,12,False,580.0,76,False
5,2024-05-02 15:51:16.166851,8.4,18.6,120,12,False,580.0,76,False
4,2024-05-02 15:51:16.261592,5.8,18.6,120,12,True,349.0,74,False
4,2024-05-02 15:51:16.354832,6.7,18.6,120,12,False,349.0,75,False
4,2024-05-02 15:51:16.451160,11.5,18.6,120,12,False,349.0,79,False
4,2024-05-02 15:51:16.544298,6.2,18.6,120,12,False,349.0,74,False
4,2024-05-02 15:51:16.640417,5.2,18.6,120,12,False,349.0,74,False
3,2024-05-02 15:51:16.734890,6.2,18.6,120,12,False,349.0,74,False
3,2024-05-02 15:51:16.829968,7.3,18.6,120,12,False,349.0,75,False
4,2024-05-02 15:51:16.924633,6.2,18.6,120,12,False,349.0,74,False
4,2024-05-02 15:51:17.016930,6.2,18.6,120,12,False,349.0,74,False
5,2024-05-02 15:51:17.112362,6.2,18.6,120,12,False,349.0,74,False
4,2024-05-02 15:51:17.207639,7.3,18.6,120,12,False,349.0,75,False
5,2024-05-02 15:51:17.303273,6.2,18.6,120,12,False,349.0,74,False
4,2024-05-02 15:51:17.397714,6.2,18.6,120,12,False,349.0,74,False
4,2024-05-02 15:51:17.492514,6.1,18.6,120,12,False,349.0,74,False
4,2024-05-02 15:51:17.588932,7.8,18.6,120,12,True,225.0,76,False
3,2024-05-02 15:51:17.683454,5.9,18.6,120,12,True,10.0,74,False
5,2024-05-02 15:51:17.778120,6.2,18.6,120,12,True,43.0,74,False
5,2024-05-02 15:51:17.871714,6.2,18.6,120,12,False,43.0,74,False
4,2024-05-02 15:51:17.964871,7.3,18.6,120,12,False,43.0,75,False
4,2024-05-02 15:51:18.060250,6.2,18.6,120,12,False,43.0,74,False
4,2024-05-02 15:51:18.153410,7.3,18.6,120,12,False,43.0,75,False
4,2024-05-02 15:51:18.248844,6.2,18.6,120,12,False,43.0,74,False
4,2024-05-02 15:51:18.343389,6.2,18.6,120,12,False,43.0,74,False
4,2024-05-02 15:51:18.436865,6.2,18.6,120,12,False,43.0,74,False
5,2024-05-02 15:51:18.533511,7.3,18.6,120,12,True,437.0,75,False
4,2024-05-02 15:51:18.626106,6.2,18.6,120,12,False,437.0,74,False
4,2024-05-02 15:51:18.720297,6.2,18.6,120,12,False,437.0,74,False
4,2024-05-02 15:51:18.813689,6.2,18.6,120,12,False,437.0,74,False
5,2024-05-02 15:51:18.908440,6.2,18.6,120,12,False,437.0,74,False
5,2024-05-02 15:51:19.003940,7.3,18.6,120,12,False,437.0,75,False
5,2024-05-02 15:51:19.097697,6.2,18.6,120,12,False,437.0,74,False
5,2024-05-02 15:51:19.193227,6.2,18.6,120,12,True,117.0,74,False
5,2024-05-02 15:51:19.286971,7.3,18.6,120,12,True,27.0,75,False
4,2024-05-02 15:51:19.379560,6.2,18.6,120,12,False,27.0,74,False
4,2024-05-02 15:51:19.472914,7.3,18.6,120,12,False,27.0,75,False
5,2024-05-02 15:51:19.568131,7.3,18.6,120,12,False,27.0,75,False
5,2024-05-02 15:51:19.662782,6.2,18.6,120,12,False,27.0,74,False
5,2024-05-02 15:51:19.757213,7.0,18.6,120,12,False,27.0,75,False
4,2024-05-02 15:51:19.851475,6.4,18.6,120,12,False,27.0,75,False
4,2024-05-02 15:51:19.944926,7.3,18.6,120,12,False,27.0,75,False
5,2024-05-02 15:51:20.040960,4.9,18.6,120,12,False,27.0,73,False
4,2024-05-02 15:51:20.134087,7.3,18.6,120,12,True,206.0,75,False
5,2024-05-02 15:51:20.229466,7.1,18.6,120,12,False,206.0,75,False
4,2024-05-02 15:51:20.321759,8.3,18.6,120,12,False,206.0,76,False
5,2024-05-02 15:51:20.418087,8.4,18.6,120,12,False,206.0,76,False
5,2024-05-02 15:51:20.512379,6.9,18.6,120,12,False,206.0,75,False
5,2024-05-02 15:51:20.606455,6.2,18.6,120,12,False,206.0,74,False
4,2024-05-02 15:51:20.701746,6.2,18.6,120,12,False,206.0,74,False
3,2024-05-02 15:51:20.794937,6.2,18.6,120,12,False,206.0,74,False
5,2024-05-02 15:51:20.888808,6.2,18.6,120,12,False,206.0,74,False
5,2024-05-02 15:51:20.982464,6.2,18.6,120,12,False,206.0,74,False
5,2024-05-02 15:51:21.077458,6.2,18.6,120,12,False,206.0,74,False
6,2024-05-02 15:51:21.172104,7.3,18.6,120,12,False,206.0,75,False
4,2024-05-02 15:51:21.264660,5.2,18.6,120,12,False,206.0,74,False
5,2024-05-02 15:51:21.360045,6.2,18.6,120,12,False,206.0,74,False
4,2024-05-02 15:51:21.453791,6.2,18.6,120,12,False,206.0,74,False
5,2024-05-02 15:51:21.548666,6.2,18.6,120,12,False,206.0,74,False
4,2024-05-02 15:51:21.643376,6.2,18.6,120,12,False,206.0,74,False
4,2024-05-02 15:51:21.737545,6.2,18.6,120,12,False,206.0,74,False
4,2024-05-02 15:51:21.833627,7.3,18.6,120,12,False,206.0,75,False
5,2024-05-02 15:51:21.929956,7.6,18.6,120,12,False,206.0,76,False
5,2024-05-02 15:51:22.025595,8.3,18.6,120,12,False,206.0,76,False
5,2024-05-02 15:51:22.119433,8.4,18.6,120,12,False,206.0,76,False
4,2024-05-02 15:51:22.213483,7.3,18.6,120,12,False,206.0,75,False
4,2024-05-02 15:51:22.308020,7.2,18.6,120,12,False,206.0,75,False
5,2024-05-02 15:51:22.402989,6.8,18.6,120,12,False,206.0,75,False
4,2024-05-02 15:51:22.496005,6.3,18.6,120,12,False,206.0,74,False
5,2024-05-02 15:51:22.591014,6.2,18.6,120,12,False,206.0,74,False
4,2024-05-02 15:51:22.687169,6.2,18.6,120,12,False,206.0,74,False
4,2024-05-02 15:51:22.780249,6.2,18.6,120,12,False,206.0,74,False
4,2024-05-02 15:51:22.874824,6.2,18.6,120,12,False,206.0,74,False
5,2024-05-02 15:51:22.971019,6.2,18.6,120,12,False,206.0,74,False
4,2024-05-02 15:51:23.066064,6.2,18.6,120,12,False,206.0,74,False
5,2024-05-02 15:51:23.160803,6.2,18.6,120,12,False,206.0,74,False
4,2024-05-02 15:51:23.253619,6.2,18.6,120,12,False,206.0,74,False
5,2024-05-02 15:51:23.349816,5.2,18.6,120,12,True,580.0,74,False
4,2024-05-02 15:51:23.444072,6.1,18.6,120,12,False,580.0,74,False
4,2024-05-02 15:51:23.537901,6.5,18.6,120,12,False,580.0,75,False
4,2024-05-02 15:51:23.632363,5.8,18.6,120,12,False,580.0,74,False
5,2024-05-02 15:51:23.729210,7.3,18.6,120,12,False,580.0,75,False
4,2024-05-02 15:51:23.824059,7.2,18.6,120,12,False,580.0,75,False
4,2024-05-02 15:51:23.918174,6.8,18.6,120,12,False,580.0,75,False
4,2024-05-02 15:51:24.013554,6.2,18.6,120,12,False,580.0,74,False
5,2024-05-02 15:51:24.108047,5.2,18.6,120,12,False,580.0,74,False
5,2024-05-02 15:51:24.202344,6.2,18.6,120,12,False,580.0,74,False
4,2024-05-02 15:51:24.295355,7.3,18.6,120,12,False,580.0,75,False
4,2024-05-02 15:51:24.389795,6.2,18.6,120,12,False,580.0,74,False
4,2024-05-02 15:51:24.481677,6.2,18.6,120,12,False,580.0,74,False
4,2024-05-02 15:51:24.575993,6.2,18.6,120,12,False,580.0,74,False
4,2024-05-02 15:51:24.672159,6.2,18.6,120,12,False,580.0,74,False
4,2024-05-02 15:51:24.766245,6.2,18.6,120,12,False,580.0,74,False
4,2024-05-02 15:51:24.860557,6.2,18.6,120,12,False,580.0,74,False
3,2024-05-02 15:51:24.956255,5.2,18.6,120,12,False,580.0,74,False
4,2024-05-02 15:51:25.050035,7.3,18.6,120,12,False,580.0,75,False
4,2024-05-02 15:51:25.143385,6.2,18.6,120,12,False,580.0,74,False
4,2024-05-02 15:51:25.238479,6.2,18.6,120,12,False,580.0,74,False
5,2024-05-02 15:51:25.332699,6.2,18.6,120,12,False,580.0,74,False
4,2024-05-02 15:51:25.425027,7.3,18.6,120,12,False,580.0,75,False
5,2024-05-02 15:51:25.521311,8.2,18.6,120,12,False,580.0,76,False
5,2024-05-02 15:51:25.615630,6.4,18.6,120,12,False,580.0,75,False
4,2024-05-02 15:51:25.709138,6.2,18.6,120,12,False,580.0,74,False
5,2024-05-02 15:51:25.805845,5.8,18.6,120,12,False,580.0,74,False
3,2024-05-02 15:51:25.899642,7.2,18.6,120,12,False,580.0,75,False
5,2024-05-02 15:51:25.996701,6.3,18.6,120,12,False,580.0,74,False
6,2024-05-02 15:51:26.011700,58.3,18.6,120,12,False,580.0,119,False
3,2024-05-02 15:51:26.105735,7.3,18.6,120,12,False,580.0,75,False
5,2024-05-02 15:51:26.201736,6.2,18.6,120,12,False,580.0,74,False
4,2024-05-02 15:51:26.296306,7.3,18.6,120,12,False,580.0,75,False
3,2024-05-02 15:51:26.391151,6.2,18.6,120,12,False,580.0,74,False
4,2024-05-02 15:51:26.484136,6.2,18.6,120,12,False,580.0,74,False
5,2024-05-02 15:51:26.579565,6.3,18.6,120,12,False,580.0,74,False
3,2024-05-02 15:51:26.673144,6.2,18.6,120,12,False,580.0,74,False
4,2024-05-02 15:51:26.768582,6.2,18.6,120,12,False,580.0,74,False
4,2024-05-02 15:51:26.864713,6.2,18.6,120,12,False,580.0,74,False
5,2024-05-02 15:51:26.960244,6.2,18.6,120,12,False,580.0,74,False
4,2024-05-02 15:51:27.055534,5.8,18.6,120,12,False,580.0,74,False
5,2024-05-02 15:51:27.151785,7.1,18.6,120,12,False,580.0,75,False
5,2024-05-02 15:51:27.246091,12.1,18.6,120,12,False,580.0,79,False
5,2024-05-02 15:51:27.340740,6.1,18.6,120,12,False,580.0,74,False
4,2024-05-02 15:51:27.434206,6.2,18.6,120,12,False,580.0,74,False
6,2024-05-02 15:51:27.531203,6.2,18.6,120,12,False,580.0,74,False
4,2024-05-02 15:51:27.624254,7.3,18.6,120,12,False,580.0,75,False
5,2024-05-02 15:51:27.719166,7.3,18.6,120,12,True,349.0,75,False
4,2024-05-02 15:51:27.812361,6.2,18.6,120,12,False,349.0,74,False
4,2024-05-02 15:51:27.906085,7.3,18.6,120,12,False,349.0,75,False
3,2024-05-02 15:51:28.000305,6.2,18.6,120,12,False,349.0,74,False
4,2024-05-02 15:51:28.095967,6.2,18.6,120,12,False,349.0,74,False
5,2024-05-02 15:51:28.192082,6.2,18.6,120,12,False,349.0,74,False
5,2024-05-02 15:51:28.286116,6.2,18.6,120,12,False,349.0,74,False
5,2024-05-02 15:51:28.381026,7.3,18.6,120,12,False,349.0,75,False
4,2024-05-02 15:51:28.474390,6.2,18.6,120,12,False,349.0,74,False
3,2024-05-02 15:51:28.569760,6.2,18.6,120,12,False,349.0,74,False
5,2024-05-02 15:51:28.664367,8.2,18.6,120,12,False,349.0,76,False
5,2024-05-02 15:51:28.759444,7.8,18.6,120,12,False,349.0,76,False
5,2024-05-02 15:51:28.852947,7.2,18.6,120,12,False,349.0,75,False
3,2024-05-02 15:51:28.946889,7.4,18.6,120,12,False,349.0,75,False
4,2024-05-02 15:51:29.042776,11.8,18.6,120,12,True,225.0,79,False
4,2024-05-02 15:51:29.138911,7.1,18.6,120,12,True,10.0,75,False
4,2024-05-02 15:51:29.232914,5.2,18.6,120,12,True,43.0,74,False
4,2024-05-02 15:51:29.327292,6.2,18.6,120,12,False,43.0,74,False
3,2024-05-02 15:51:29.422330,6.2,18.6,120,12,False,43.0,74,False
4,2024-05-02 15:51:29.515919,7.3,18.6,120,12,False,43.0,75,False
5,2024-05-02 15:51:29.611461,7.3,18.6,120,12,False,43.0,75,False
5,2024-05-02 15:51:29.705493,6.2,18.6,120,12,False,43.0,74,False
3,2024-05-02 15:51:29.799539,6.2,18.6,120,12,False,43.0,74,False
5,2024-05-02 15:51:29.895646,6.2,18.6,120,12,False,43.0,74,False
3,2024-05-02 15:51:29.987306,7.3,18.6,120,12,True,437.0,75,False
6,2024-05-02 15:51:30.083400,6.2,18.6,120,12,False,437.0,74,False
5,2024-05-02 15:51:30.175424,7.3,18.6,120,12,False,437.0,75,False
6,2024-05-02 15:51:30.270260,6.2,18.6,120,12,False,437.0,74,False
3,2024-05-02 15:51:30.362782,7.3,18.6,120,12,False,437.0,75,False
5,2024-05-02 15:51:30.458345,7.3,18.6,120,12,False,437.0,75,False
3,2024-05-02 15:51:30.551656,6.2,18.6,120,12,False,437.0,74,False
4,2024-05-02 15:51:30.647397,7.1,18.6,120,12,True,117.0,75,False
3,2024-05-02 15:51:30.742320,5.8,18.6,120,12,True,27.0,74,False
5,2024-05-02 15:51:30.836301,6.6,18.6,120,12,False,27.0,75,False
5,2024-05-02 15:51:30.929069,6.5,18.6,120,12,False,27.0,75,False
4,2024-05-02 15:51:31.021704,6.2,18.6,120,12,False,27.0,74,False
5,2024-05-02 15:51:31.114958,6.2,18.6,120,12,False,27.0,74,False
5,2024-05-02 15:51:31.208949,7.3,18.6,120,12,False,27.0,75,False
4,2024-05-02 15:51:31.301844,6.2,18.6,120,12,False,27.0,74,False
4,2024-05-02 15:51:31.395743,6.2,18.6,120,12,False,27.0,74,False
5,2024-05-02 15:51:31.489812,6.2,18.6,120,12,False,27.0,74,False
4,2024-05-02 15:51:31.582393,7.3,18.6,120,12,True,206.0,75,False
4,2024-05-02 15:51:31.676633,6.2,18.6,120,12,False,206.0,74,False
4,2024-05-02 15:51:31.772014,6.2,18.6,120,12,False,206.0,74,False
4,2024-05-02 15:51:31.867170,6.7,18.6,120,12,False,206.0,75,False
5,2024-05-02 15:51:31.962194,6.2,18.6,120,12,False,206.0,74,False
4,2024-05-02 15:51:32.057249,8.3,18.6,120,12,False,206.0,76,False
4,2024-05-02 15:51:32.149272,6.2,18.6,120,12,False,206.0,74,False
4,2024-05-02 15:51:32.243481,7.3,18.6,120,12,False,206.0,75,False
4,2024-05-02 15:51:32.338252,6.3,18.6,120,12,False,206.0,74,False
4,2024-05-02 15:51:32.431598,6.2,18.6,120,12,False,206.0,74,False
3,2024-05-02 15:51:32.526264,6.2,18.6,120,12,False,206.0,74,False
4,2024-05-02 15:51:32.621576,10.0,18.6,120,12,False,206.0,78,False
4,2024-05-02 15:51:32.714864,10.0,18.6,120,12,False,206.0,78,False
5,2024-05-02 15:51:32.810357,7.3,18.6,120,12,False,206.0,75,False
4,2024-05-02 15:51:32.904133,6.2,18.6,120,12,False,206.0,74,False
4,2024-05-02 15:51:33.000121,6.2,18.6,120,12,False,206.0,74,False
4,2024-05-02 15:51:33.094645,6.2,18.6,120,12,False,206.0,74,False
4,2024-05-02 15:51:33.189323,6.2,18.6,120,12,False,206.0,74,False
4,2024-05-02 15:51:33.282665,6.2,18.6,120,12,False,206.0,74,False
5,2024-05-02 15:51:33.379283,7.2,18.6,120,12,False,206.0,75,False
5,2024-05-02 15:51:33.474474,6.2,18.6,120,12,False,206.0,74,False
4,2024-05-02 15:51:33.568550,6.2,18.6,120,12,False,206.0,74,False
5,2024-05-02 15:51:33.664847,5.8,18.6,120,12,False,206.0,74,False
4,2024-05-02 15:51:33.757296,8.2,18.6,120,12,False,206.0,76,False
5,2024-05-02 15:51:33.851912,5.7,18.6,120,12,False,206.0,74,False
4,2024-05-02 15:51:33.945552,6.9,18.6,120,12,False,206.0,75,False
5,2024-05-02 15:51:34.041575,8.2,18.6,120,12,False,206.0,76,False
5,2024-05-02 15:51:34.135287,8.3,18.6,120,12,False,206.0,76,False
3,2024-05-02 15:51:34.229169,7.4,18.6,120,12,False,206.0,75,False
4,2024-05-02 15:51:34.323558,7.2,18.6,120,12,False,206.0,75,False
4,2024-05-02 15:51:34.418191,16.0,18.6,120,12,False,206.0,83,False
5,2024-05-02 15:51:34.512844,9.2,18.5,120,12,False,206.0,77,False
5,2024-05-02 15:51:34.607393,6.2,18.5,120,12,False,206.0,74,False
5,2024-05-02 15:51:34.703541,6.2,18.5,120,12,False,206.0,74,False
4,2024-05-02 15:51:34.798422,6.2,18.5,120,12,True,580.0,74,False
4,2024-05-02 15:51:34.892587,6.2,18.5,120,12,False,580.0,74,False
4,2024-05-02 15:51:34.987846,6.2,18.5,120,12,False,580.0,74,False
4,2024-05-02 15:51:35.081665,5.2,18.5,120,12,False,580.0,74,False
4,2024-05-02 15:51:35.177684,7.3,18.5,120,12,False,580.0,75,False
3,2024-05-02 15:51:35.271558,6.2,18.5,120,12,False,580.0,74,False
4,2024-05-02 15:51:35.367612,6.7,18.5,120,12,False,580.0,75,False
5,2024-05-02 15:51:35.463667,6.3,18.5,120,12,False,580.0,74,False
5,2024-05-02 15:51:35.559664,7.7,18.5,120,12,False,580.0,76,False
5,2024-05-02 15:51:35.654564,6.2,18.5,120,12,False,580.0,74,False
4,2024-05-02 15:51:35.748876,6.2,18.5,120,12,False,580.0,74,False
4,2024-05-02 15:51:35.843317,6.2,18.5,120,12,False,580.0,74,False
